,tfidf
rutora,0.0
rusuh,0.0
rhea,0.0
rumahmu,0.0
rubah,0.0
rubikgirl,0.0
rui,0.0
ruka,0.0
rukun,0.0
rum,0.0
rumah,0.0
rumahku,0.0
rumahnya,0.0
russel,0.0
rumuru,0.0
run,0.0
runaway,0.0
rupanya,0.0
rupawan,0.0
rupiaaah,0.0
rusak,0.0
rush,0.0
sabi,0.0
sabtu,0.0
sabuk,0.0
salah,0.0
sak,0.0
sakamata,0.0
saking,0.0
sakit,0.0
saklarnya,0.0
saksikan,0.0
sakura,0.0
sakuraaaaa,0.0
salahpaham,0.0
sabun,0.0
salam,0.0
salat,0.0
salfok,0.0
salim,0.0
saling,0.0
salken,0.0
salon,0.0
salonpas,0.0
saja,0.0
saj,0.0
saitou,0.0
sainganmu,0.0
sachi,0.0
sacrificenya,0.0
sad,0.0
sadar,0.0
sadarkaaah,0.0
safiyyaraima,0.0
sageuu,0.0
sah,0.0
saha,0.0
sahabat,0.0
saham,0.0
sahur,0.0
sahurm,0.0
sahurrr,0.0
sahuryo,0.0
sahuuur,0.0
saikyo,0.0
ruang,0.0
rsny,0.0
rquest,0.0
rintihan,0.0
rine,0.0
ring,0.0
ringan,0.0
ringfit,0.0
rinilive,0.0
rininews,0.0
rinivtuber,0.0
rintangan,0.0
rio,0.0
risu,0.0
rion,0.0
riona,0.0
riot,0.0
rip,0.0
ripil,0.0
ripley,0.0
ririsya,0.0
ris,0.0
rindu,0.0
rin,0.0
rill,0.0
rilis,0.0
ria,0.0
riana,0.0
riangnya,0.0
ribet,0.0
ribu,0.0
ribut,0.0
rica,0.0
rickroll,0.0
ridho,0.0
rift,0.0
riftnya,0.0
rigger,0.0
riggingnya,0.0
rika,0.0
riksa,0.0
rikues,0.0
ril,0.0
rise,0.0
risuggestion,0.0
rpg,0.0
romawi,0.0
robohin,0.0
robot,0.0
rofil,0.0
roket,0.0
rokushu,0.0
role,0.0
roleplay,0.0
romance,0.0
rongeng,0.0
risumemereview,0.0
roo,0.0
room,0.0
roomnya,0.0
rosela,0.0
roti,0.0
route,0.0
royal,0.0
rp,0.0
roboco,0.0
robocco,0.0
robloorror,0.0
roblo,0.0
ritem,0.0
ritim,0.0
rito,0.0
ritual,0.0
riview,0.0
rivil,0.0
riweuh,0.0
rizaruon,0.0
rize,0.0
rizekureyan,0.0
rizuki,0.0
rkgk,0.0
rn,0.0
ro,0.0
road,0.0
roasted,0.0
roasting,0.0
seputar,0.0
ser,0.0
sera,0.0
subreker,0.0
subatho,0.0
subathon,0.0
subcriber,0.0
subete,0.0
subhaton,0.0
sublkeres,0.0
subnya,0.0
subrek,0.0
subrekernya,0.0
subarun,0.0
subrekers,0.0
subreky,0.0
subs,0.0
subsbriker,0.0
subsc,0.0
subscribe,0.0
subscriber,0.0
subscribernya,0.0
subaruoozora,0.0
subaru,0.0
suplemen,0.0
suami,0.0
stuck,0.0
studio,0.0
study,0.0
stumble,0.0
stumbleguys,0.0
style,0.0
stylenya,0.0
su,0.0
suapin,0.0
sub,0.0
suara,0.0
suaraku,0.0
suaramu,0.0
suaran,0.0
suarany,0.0
suaranya,0.0
suasana,0.0
suatu,0.0
subscribers,0.0
subscribersnya,0.0
subskreber,0.0
sunda,0.0
summer,0.0
summon,0.0
sumpah,0.0
sumpahin,0.0
sumpil,0.0
sumpill,0.0
sun,0.0
sunbreak,0.0
sunday,0.0
subsnaeruseni,0.0
sundayy,0.0
sungguh,0.0
sungkem,0.0
sunmocha,0.0
suntuk,0.0
sunyi,0.0
supa,0.0
supaya,0.0
sumber,0.0
sultan,0.0
sulit,0.0
sulid,0.0
subsnya,0.0
subuh,0.0
suci,0.0
sudah,0.0
sudden,0.0
sudh,0.0
sudirman,0.0
sugan,0.0
sugar,0.0
sugeng,0.0
suguhin,0.0
suhunya,0.0
suk,0.0
suka,0.0
sukberekr,0.0
sukses,0.0
suksesnvtuber,0.0
stu,0.0
strong,0.0
stroberi,0.0
stars,0.0
staff,0.0
staffsan,0.0
stage,0.0
stagenya,0.0
stand,0.0
star,0.0
staring,0.0
starla,0.0
starslight,0.0
steam,0.0
start,0.0
started,0.0
starting,0.0
stasiun,0.0
station,0.0
statuenya,0.0
status,0.0
stay,0.0
staf,0.0
stadium,0.0
stadion,0.0
stabil,0.0
sport,0.0
spot,0.0
spray,0.0
spring,0.0
spy,0.0
sq,0.0
squad,0.0
sreasta,0.0
ss,0.0
ssalamu,0.0
ssalamualaikum,0.0
ssd,0.0
ssg,0.0
ssr,0.0
sss,0.0
ssshhtt,0.0
st,0.0
stealth,0.0
stella,0.0
string,0.0
streams,0.0
streaming,0.0
streamingnuntuk,0.0
streamingnya,0.0
streamingyan,0.0
streamku,0.0
streamn,0.0
streamnya,0.0
streamnyaaa,0.0
streming,0.0
step,0.0
stremnya,0.0
stres,0.0
stress,0.0
stressnya,0.0
strim,0.0
strimer,0.0
striming,0.0
strimnya,0.0
streamer,0.0
stream,0.0
streak,0.0
strea,0.0
stfu,0.0
stik,0.0
stiker,0.0
still,0.0
stir,0.0
stock,0.0
stok,0.0
stonk,0.0
stonks,0.0
stop,0.0
storenyabdi,0.0
story,0.0
storyofseason,0.0
storytelling,0.0
str,0.0
strategi,0.0
strawberry,0.0
super,0.0
suport,0.0
spontaneous,0.0
tangannya,0.0
tamnel,0.0
tampil,0.0
tamu,0.0
tanabatanya,0.0
tanaman,0.0
tanda,0.0
tandain,0.0
tangan,0.0
tangga,0.0
tambahin,0.0
tanggal,0.0
tanggalnya,0.0
tanggung,0.0
tangkap,0.0
tangkapn,0.0
tangkyuu,0.0
tangungan,0.0
taniah,0.0
tametomo,0.0
tambahan,0.0
support,0.0
talk,0.0
tako,0.0
takoya,0.0
takut,0.0
takutnya,0.0
tale,0.0
talent,0.0
talenta,0.0
talisman,0.0
talking,0.0
tambah,0.0
talks,0.0
talksihhh,0.0
tama,0.0
taman,0.0
tamasya,0.0
tamat,0.0
tamatin,0.0
tamatkan,0.0
tanigo,0.0
tanoshimi,0.0
tanp,0.0
tbh,0.0
tawa,0.0
tawar,0.0
tawawa,0.0
tawu,0.0
tawuran,0.0
tayang,0.0
tayangg,0.0
tba,0.0
tbtb,0.0
tanpa,0.0
tcg,0.0
tch,0.0
tcih,0.0
tcuy,0.0
td,0.0
tdi,0.0
tdr,0.0
te,0.0
tauu,0.0
taurus,0.0
taun,0.0
taulah,0.0
tante,0.0
tanya,0.0
tanyakan,0.0
tapa,0.0
tapi,0.0
tar,0.0
tarawih,0.0
tarek,0.0
tarik,0.0
taringnya,0.0
tarnished,0.0
tarot,0.0
taruhannya,0.0
tarwih,0.0
tasukaru,0.0
tatsumi,0.0
tau,0.0
takjub,0.0
takjil,0.0
takes,0.0
swkwk,0.0
sweet,0.0
sweetie,0.0
sweeties,0.0
sweety,0.0
swicth,0.0
swim,0.0
swimsuit,0.0
switch,0.0
swt,0.0
system,0.0
sy,0.0
sya,0.0
syakira,0.0
syap,0.0
syarat,0.0
syg,0.0
sygg,0.0
syndrom,0.0
swag,0.0
sw,0.0
susunan,0.0
susu,0.0
supportsmallstreamers,0.0
sura,0.0
suram,0.0
surat,0.0
sure,0.0
surga,0.0
suruh,0.0
survey,0.0
survival,0.0
survive,0.0
sus,0.0
susah,0.0
susahh,0.0
susbcribe,0.0
suskreb,0.0
susnia,0.0
suspend,0.0
syndrome,0.0
syukur,0.0
takerest,0.0
tajuk,0.0
tahu,0.0
tahukah,0.0
tahun,0.0
tahunku,0.0
tahunmu,0.0
tahunnn,0.0
tai,0.0
tails,0.0
tak,0.0
syukuran,0.0
taka,0.0
takahashi,0.0
takamoriiiii,0.0
takanashikiara,0.0
takanashin,0.0
takbiran,0.0
takde,0.0
take,0.0
tahta,0.0
tahniah,0.0
tahan,0.0
tah,0.0
syukurannya,0.0
syukuri,0.0
syukurlahhhh,0.0
syurga,0.0
ta,0.0
tab,0.0
tabahkanlah,0.0
table,0.0
tachi,0.0
tadase,0.0
tadi,0.0
tadinkebonk,0.0
tadinya,0.0
tae,0.0
tag,0.0
tagih,0.0
tagihan,0.0
spor,0.0
sponsorship,0.0
seragam,0.0
siaap,0.0
shovaaaa,0.0
showcase,0.0
showcaseaja,0.0
shrine,0.0
si,0.0
sia,0.0
siaaaap,0.0
siaaapppp,0.0
siaapp,0.0
should,0.0
sial,0.0
sialaan,0.0
sialan,0.0
sian,0.0
siang,0.0
siangg,0.0
siangnya,0.0
siap,0.0
shoutabeenpremiere,0.0
shotaaa,0.0
sini,0.0
shizumimizuki,0.0
shionn,0.0
shipppppp,0.0
shirt,0.0
shirtnya,0.0
shishiro,0.0
shishirobotan,0.0
shita,0.0
shittl,0.0
sho,0.0
shota,0.0
shock,0.0
sholat,0.0
sholatnya,0.0
shombong,0.0
shor,0.0
short,0.0
shortcomic,0.0
shorts,0.0
siapa,0.0
siapakah,0.0
siapapun,0.0
simulator,0.0
silimit,0.0
siluman,0.0
simak,0.0
simbol,0.0
simp,0.0
simpen,0.0
simphony,0.0
simpnvtuber,0.0
sinar,0.0
siapin,0.0
since,0.0
sindroma,0.0
sinetron,0.0
sing,0.0
singa,0.0
singapore,0.0
singkat,0.0
singkatan,0.0
silakan,0.0
silahkan,0.0
siksaan,0.0
sikopat,0.0
siapp,0.0
siappp,0.0
sibuk,0.0
sicantik,0.0
sickness,0.0
sidenya,0.0
sieh,0.0
siesta,0.0
sifat,0.0
sign,0.0
sih,0.0
sihh,0.0
sii,0.0
siii,0.0
siji,0.0
sikat,0.0
sikit,0.0
shion,0.0
shinobu,0.0
shinichi,0.0
sesuap,0.0
sesama,0.0
sesat,0.0
sesekali,0.0
seseorang,0.0
sesepuh,0.0
sesi,0.0
sesimpel,0.0
sesuai,0.0
sesuatu,0.0
seterusnya,0.0
sesuatunya,0.0
sesungguhnya,0.0
set,0.0
setahun,0.0
setan,0.0
setau,0.0
setaun,0.0
setelah,0.0
sesak,0.0
service,0.0
server,0.0
serunya,0.0
serah,0.0
seramai,0.0
serangga,0.0
serasa,0.0
serba,0.0
serbi,0.0
serebu,0.0
serem,0.0
seremmmm,0.0
seri,0.0
sering,0.0
serius,0.0
seriuss,0.0
serta,0.0
seru,0.0
seruan,0.0
seruny,0.0
setengah,0.0
setia,0.0
shingirarenai,0.0
sheeesh,0.0
shanday,0.0
shap,0.0
shape,0.0
share,0.0
sharing,0.0
shaum,0.0
sheate,0.0
sheeeeesshhh,0.0
sheesshhh,0.0
setiap,0.0
sherflock,0.0
shiap,0.0
shibuya,0.0
shift,0.0
shiger,0.0
shiitake,0.0
shiki,0.0
shin,0.0
shaman,0.0
shall,0.0
shalat,0.0
shalan,0.0
setidaknya,0.0
setinggi,0.0
setting,0.0
settingan,0.0
setuiu,0.0
setuju,0.0
seumur,0.0
sewa,0.0
sewaktu,0.0
sewangi,0.0
sha,0.0
shaaap,0.0
shaapp,0.0
shachou,0.0
shadow,0.0
shagaru,0.0
shaggyy,0.0
single,0.0
sipaling,0.0
sponsor,0.0
sombongg,0.0
sok,0.0
sokan,0.0
soksezzzz,0.0
solo,0.0
solusi,0.0
som,0.0
somasi,0.0
sombong,0.0
sombonh,0.0
software,0.0
sombonk,0.0
some,0.0
something,0.0
song,0.0
songkran,0.0
songong,0.0
sonic,0.0
sonicthehedgehog,0.0
soimah,0.0
sof,0.0
sipalinh,0.0
snowdrop,0.0
smug,0.0
smuggg,0.0
snack,0.0
sndiri,0.0
sndri,0.0
sneak,0.0
sngt,0.0
snooze,0.0
snowdropid,0.0
sock,0.0
so,0.0
soal,0.0
soalnnya,0.0
soalny,0.0
soalnya,0.0
sobakwan,0.0
sobat,0.0
sobatprestasi,0.0
sonikoro,0.0
sono,0.0
soon,0.0
speed,0.0
soyuntag,0.0
space,0.0
spacenyaaa,0.0
spam,0.0
speaker,0.0
spec,0.0
special,0.0
specimen,0.0
speedpaint,0.0
sooo,0.0
speedrun,0.0
spesial,0.0
spesifik,0.0
spike,0.0
spill,0.0
spirits,0.0
spoiler,0.0
spongebob,0.0
sovaaa,0.0
sova,0.0
sourcenya,0.0
source,0.0
sop,0.0
sopan,0.0
sora,0.0
sore,0.0
soree,0.0
soreee,0.0
sorenvtuberid,0.0
sori,0.0
sorot,0.0
sorry,0.0
sory,0.0
sosis,0.0
sosok,0.0
sou,0.0
soul,0.0
sound,0.0
soundcloudyg,0.0
smua,0.0
smpt,0.0
smpe,0.0
skejulnya,0.0
skejull,0.0
skejulll,0.0
skejullll,0.0
skejulllll,0.0
skejullllll,0.0
skejulllllllllll,0.0
skejulnkobomanaskejul,0.0
skejulny,0.0
skejuuullllll,0.0
skinya,0.0
skejuuuulll,0.0
skem,0.0
skemmm,0.0
skena,0.0
sketch,0.0
sketchnya,0.0
sketsa,0.0
skill,0.0
skejulh,0.0
skejulg,0.0
skejul,0.0
skechnaeruseni,0.0
sir,0.0
sirkel,0.0
sirupnya,0.0
sis,0.0
sisa,0.0
sisi,0.0
siska,0.0
siskyuwuhnlink,0.0
sist,0.0
sister,0.0
sitampan,0.0
situ,0.0
situasi,0.0
situs,0.0
situsnya,0.0
skali,0.0
skalla,0.0
skin,0.0
skip,0.0
smp,0.0
smallstreamer,0.0
slime,0.0
slmat,0.0
slot,0.0
slow,0.0
slrpp,0.0
sm,0.0
sma,0.0
smalem,0.0
smallstreams,0.0
skippu,0.0
smangat,0.0
smashed,0.0
smek,0.0
smel,0.0
smngatt,0.0
smoga,0.0
smoke,0.0
smollbknmain,0.0
sleepover,0.0
sleep,0.0
slebew,0.0
sleb,0.0
skiwwet,0.0
sklh,0.0
sklian,0.0
skrg,0.0
skripsi,0.0
skrng,0.0
skul,0.0
skuy,0.0
skuyke,0.0
skuyy,0.0
sky,0.0
skyrim,0.0
sl,0.0
slalu,0.0
slamat,0.0
slay,0.0
slayer,0.0
menentang,0.0
menemaniku,0.0
menempuh,0.0
damnnn,0.0
daki,0.0
dakimakura,0.0
dalam,0.0
dalem,0.0
damage,0.0
damagenya,0.0
damas,0.0
damn,0.0
dan,0.0
daito,0.0
dance,0.0
dancing,0.0
dangdut,0.0
dangdutan,0.0
dangolutie,0.0
dantastic,0.0
dapat,0.0
dapatdebut,0.0
daiya,0.0
daily,0.0
cuz,0.0
dadu,0.0
cyborg,0.0
cyoutuber,0.0
cz,0.0
da,0.0
daan,0.0
dada,0.0
dadakan,0.0
dadanya,0.0
daerah,0.0
daijoubu,0.0
daftar,0.0
daftarrrrrrrrrr,0.0
daging,0.0
dagingnya,0.0
dah,0.0
dahal,0.0
dahlah,0.0
dahulu,0.0
dapatin,0.0
dapatnsenin,0.0
daper,0.0
dawn,0.0
dasinya,0.0
datang,0.0
datanglah,0.0
datangnya,0.0
date,0.0
dateng,0.0
datengin,0.0
dautless,0.0
day,0.0
dapet,0.0
daycare,0.0
dayoooo,0.0
days,0.0
daysofsana,0.0
dc,0.0
de,0.0
dead,0.0
deadlin,0.0
dasi,0.0
dasarnya,0.0
dasar,0.0
dasa,0.0
dapetin,0.0
dapetjuga,0.0
dapur,0.0
darah,0.0
dari,0.0
darimana,0.0
darimananya,0.0
darimanapun,0.0
darimu,0.0
daripada,0.0
darisananya,0.0
dark,0.0
darling,0.0
darma,0.0
dartnya,0.0
darua,0.0
darurat,0.0
cwek,0.0
cuyyy,0.0
bulu,0.0
cowk,0.0
counter,0.0
country,0.0
course,0.0
cover,0.0
coveran,0.0
covernya,0.0
coverr,0.0
coversing,0.0
cowok,0.0
count,0.0
cowokgepeng,0.0
coy,0.0
cpt,0.0
cr,0.0
crab,0.0
crabu,0.0
crazy,0.0
creatures,0.0
countdown,0.0
costume,0.0
cuyy,0.0
corak,0.0
contest,0.0
contohnya,0.0
cooking,0.0
coper,0.0
copic,0.0
copium,0.0
coplok,0.0
copy,0.0
corat,0.0
costum,0.0
corekeeper,0.0
coret,0.0
coro,0.0
corp,0.0
corsa,0.0
cosplay,0.0
cosplayer,0.0
cosplayvtuber,0.0
credit,0.0
cringe,0.0
crink,0.0
cursed,0.0
cunny,0.0
cuphead,0.0
cupu,0.0
cure,0.0
curhat,0.0
curian,0.0
curiga,0.0
curry,0.0
curug,0.0
crop,0.0
curut,0.0
custom,0.0
cute,0.0
cutegirl,0.0
cuti,0.0
cutom,0.0
cutscene,0.0
cuy,0.0
cungkring,0.0
cuman,0.0
cuma,0.0
cukupkah,0.0
cross,0.0
crowmate,0.0
crown,0.0
crownnya,0.0
cs,0.0
cselasa,0.0
csp,0.0
cu,0.0
cuacanya,0.0
cubit,0.0
cuci,0.0
cucumber,0.0
cuekin,0.0
cui,0.0
cuk,0.0
cuku,0.0
cukup,0.0
deadline,0.0
deadlinenya,0.0
deadlysins,0.0
dibalik,0.0
dibacanya,0.0
dibackstab,0.0
dibackstabbing,0.0
dibagi,0.0
dibagian,0.0
dibajak,0.0
dibales,0.0
dibali,0.0
dibalikin,0.0
diawali,0.0
dibanding,0.0
dibangun,0.0
dibanguni,0.0
dibangunin,0.0
dibantah,0.0
dibawa,0.0
dibawah,0.0
dibawain,0.0
dibaca,0.0
diatas,0.0
deamine,0.0
diaduk,0.0
dhampire,0.0
dhampriends,0.0
dheweke,0.0
dhirendra,0.0
di,0.0
dia,0.0
diaaarghh,0.0
diadakan,0.0
diajak,0.0
diaries,0.0
diakhir,0.0
diaku,0.0
diam,0.0
diambil,0.0
diaminkan,0.0
dianggap,0.0
diapain,0.0
diapus,0.0
dibelahan,0.0
dibelakang,0.0
dibeli,0.0
didepak,0.0
diculik,0.0
dicurigain,0.0
did,0.0
didaerah,0.0
didalamnya,0.0
didalem,0.0
didatengin,0.0
didedikasikan,0.0
didepan,0.0
dibeliin,0.0
didik,0.0
didoain,0.0
didukung,0.0
didunia,0.0
die,0.0
diem,0.0
diet,0.0
different,0.0
dicuci,0.0
dicopet,0.0
dicolong,0.0
dicintai,0.0
diberanda,0.0
diberkati,0.0
dibiasain,0.0
dibicarain,0.0
dibikin,0.0
dibilang,0.0
dibolehin,0.0
dibuat,0.0
dibuatnya,0.0
dibuka,0.0
dibulan,0.0
dicabut,0.0
dicafe,0.0
dicampur,0.0
dicancel,0.0
dicari,0.0
dicarry,0.0
dh,0.0
dgn,0.0
dg,0.0
dek,0.0
deep,0.0
deepweb,0.0
deezeta,0.0
definisi,0.0
deg,0.0
degan,0.0
deh,0.0
dehh,0.0
deket,0.0
demon,0.0
dekkk,0.0
dekkkk,0.0
dekmizu,0.0
dekongestan,0.0
delay,0.0
delicious,0.0
delphine,0.0
demen,0.0
dedic,0.0
dedemit,0.0
dedek,0.0
deddy,0.0
dear,0.0
deb,0.0
debat,0.0
debatin,0.0
debest,0.0
debu,0.0
debus,0.0
debut,0.0
debutku,0.0
debutn,0.0
debutnanyink,0.0
debutnya,0.0
debutsoon,0.0
debutt,0.0
debutvtuber,0.0
deck,0.0
deckkk,0.0
demi,0.0
dendam,0.0
dewi,0.0
detektif,0.0
desta,0.0
destiny,0.0
desu,0.0
desuwa,0.0
det,0.0
detail,0.0
detailnya,0.0
detective,0.0
determinasi,0.0
deng,0.0
devano,0.0
device,0.0
devlaip,0.0
devour,0.0
dewa,0.0
dewaaaaaaaaaaaaa,0.0
dewanya,0.0
dewasa,0.0
desperate,0.0
designer,0.0
design,0.0
deshita,0.0
dengan,0.0
denganmu,0.0
dengar,0.0
denger,0.0
dengerin,0.0
dengki,0.0
dentalk,0.0
deoan,0.0
depan,0.0
desain,0.0
desainer,0.0
desainnya,0.0
desaku,0.0
desc,0.0
desebelah,0.0
desember,0.0
deservee,0.0
content,0.0
congratulationss,0.0
congratulations,0.0
cc,0.0
castoria,0.0
cat,0.0
catat,0.0
catet,0.0
catur,0.0
cayaang,0.0
cayank,0.0
cba,0.0
cctv,0.0
carted,0.0
cctvnya,0.0
cebo,0.0
cebok,0.0
cebokan,0.0
cebokers,0.0
cebokerz,0.0
cebol,0.0
cecan,0.0
case,0.0
carry,0.0
ch,0.0
caption,0.0
cap,0.0
capai,0.0
cape,0.0
capek,0.0
capeknya,0.0
caper,0.0
caps,0.0
capt,0.0
captionya,0.0
carreritas,0.0
capture,0.0
cara,0.0
caramel,0.0
caranya,0.0
care,0.0
cari,0.0
cariin,0.0
caring,0.0
cefat,0.0
ceileh,0.0
cek,0.0
ceritahoror,0.0
ceplas,0.0
ceplosnya,0.0
cepu,0.0
cepuin,0.0
cerah,0.0
cerahku,0.0
ceria,0.0
cerita,0.0
ceritain,0.0
cekgu,0.0
ceritanya,0.0
ceritanye,0.0
ceriya,0.0
cermin,0.0
cerrus,0.0
certified,0.0
cewe,0.0
cewek,0.0
cepetan,0.0
cepet,0.0
cepattt,0.0
cepat,0.0
cekolah,0.0
cekuy,0.0
celamatt,0.0
celana,0.0
celeb,0.0
celebrate,0.0
celebratenya,0.0
celebration,0.0
celebrationnya,0.0
celestia,0.0
ceman,0.0
cemana,0.0
cemanntips,0.0
cemunguud,0.0
cen,0.0
centang,0.0
ceo,0.0
caos,0.0
canva,0.0
cantique,0.0
butuh,0.0
burungnlink,0.0
bus,0.0
busedd,0.0
buset,0.0
but,0.0
buta,0.0
button,0.0
buttonnya,0.0
buwung,0.0
byk,0.0
buyutnya,0.0
bvb,0.0
bwang,0.0
bwhaha,0.0
bwib,0.0
bwt,0.0
by,0.0
byakuya,0.0
burung,0.0
buruk,0.0
buruan,0.0
buru,0.0
bumbu,0.0
bumbunya,0.0
bumi,0.0
bumn,0.0
bun,0.0
bund,0.0
bunda,0.0
bundah,0.0
bung,0.0
bungkus,0.0
bunny,0.0
buntut,0.0
bunuh,0.0
bunvnv,0.0
bunyi,0.0
buri,0.0
burik,0.0
bye,0.0
byoutube,0.0
cantikknsini,0.0
candu,0.0
camera,0.0
campaign,0.0
campur,0.0
can,0.0
cancel,0.0
canda,0.0
candaa,0.0
candaaa,0.0
canggung,0.0
byoutuber,0.0
cant,0.0
canta,0.0
cantiikkk,0.0
cantik,0.0
cantikan,0.0
cantikk,0.0
cantikkk,0.0
cantikkkk,0.0
came,0.0
cambuk,0.0
calonvtuber,0.0
calliopenwah,0.0
bztt,0.0
caballerosvienevien,0.0
cabe,0.0
cabenya,0.0
cacing,0.0
cadangan,0.0
cae,0.0
cafe,0.0
caha,0.0
cahaya,0.0
cair,0.0
cak,0.0
cakep,0.0
cakeppp,0.0
cakwe,0.0
call,0.0
calliope,0.0
ceweknlupa,0.0
cha,0.0
congratulation,0.0
cocolive,0.0
co,0.0
coachlucien,0.0
coba,0.0
cobaa,0.0
cobo,0.0
coco,0.0
cococlipni,0.0
cocok,0.0
cocomate,0.0
cminggu,0.0
cocotan,0.0
cocote,0.0
cod,0.0
codm,0.0
coeg,0.0
coffee,0.0
cogan,0.0
cok,0.0
cmn,0.0
cm,0.0
chaan,0.0
clipper,0.0
clean,0.0
clear,0.0
cliff,0.0
clink,0.0
clip,0.0
cliper,0.0
clipolin,0.0
clippanya,0.0
clips,0.0
club,0.0
clipselia,0.0
closer,0.0
closing,0.0
clothing,0.0
cloud,0.0
cloudpunk,0.0
clouds,0.0
clown,0.0
coklat,0.0
coklattt,0.0
colab,0.0
congcrats,0.0
comot,0.0
company,0.0
comparing,0.0
composernya,0.0
compress,0.0
comrade,0.0
conaca,0.0
confess,0.0
congkak,0.0
colabnya,0.0
congras,0.0
congrassss,0.0
congrast,0.0
congrat,0.0
congrats,0.0
congratss,0.0
congratsss,0.0
congratssssss,0.0
community,0.0
commissions,0.0
commission,0.0
comming,0.0
colek,0.0
colep,0.0
collab,0.0
collabkawan,0.0
collabnya,0.0
colong,0.0
colorfu,0.0
coloring,0.0
colorized,0.0
come,0.0
comeback,0.0
comedian,0.0
comic,0.0
coming,0.0
comingg,0.0
comissions,0.0
commandconquer,0.0
claude,0.0
classmates,0.0
classic,0.0
chika,0.0
chat,0.0
chatnya,0.0
chayank,0.0
check,0.0
checked,0.0
chia,0.0
chibi,0.0
chief,0.0
chikadiclip,0.0
choir,0.0
chikage,0.0
child,0.0
chill,0.0
chilling,0.0
chillorant,0.0
chip,0.0
chloe,0.0
chloepawapua,0.0
chasm,0.0
chasing,0.0
chase,0.0
character,0.0
chaannnn,0.0
challenge,0.0
champion,0.0
champions,0.0
chan,0.0
chandrawasih,0.0
channel,0.0
channelku,0.0
channelmu,0.0
channelny,0.0
channelnya,0.0
channn,0.0
chaos,0.0
chaplin,0.0
chapter,0.0
char,0.0
chara,0.0
chocho,0.0
chomorganmaulive,0.0
class,0.0
citayem,0.0
cinta,0.0
cintaku,0.0
circle,0.0
cireng,0.0
ciri,0.0
cit,0.0
cita,0.0
citanya,0.0
citizens,0.0
chrono,0.0
cium,0.0
ciuman,0.0
ciwi,0.0
cjumat,0.0
ckamis,0.0
ckp,0.0
claim,0.0
clancy,0.0
cinematic,0.0
cimoy,0.0
cimooyyy,0.0
cimol,0.0
chwn,0.0
ci,0.0
ciaaaakhh,0.0
cibaduyut,0.0
cicil,0.0
cie,0.0
ciee,0.0
cieee,0.0
cieeee,0.0
cih,0.0
cihh,0.0
cik,0.0
ciki,0.0
cil,0.0
cilok,0.0
cilor,0.0
cimey,0.0
difolback,0.0
difollow,0.0
digabungin,0.0
ending,0.0
en,0.0
ena,0.0
enaakk,0.0
enakk,0.0
enaknya,0.0
enauta,0.0
encoog,0.0
end,0.0
endingnya,0.0
emsidi,0.0
endless,0.0
endurance,0.0
energii,0.0
energyn,0.0
enervon,0.0
eng,0.0
engarlah,0.0
engga,0.0
emyu,0.0
emptiness,0.0
estoy,0.0
emng,0.0
emangnya,0.0
emas,0.0
embat,0.0
ember,0.0
emejing,0.0
emg,0.0
emm,0.0
emmm,0.0
emoh,0.0
empire,0.0
emoji,0.0
emojin,0.0
emosi,0.0
emosinyansource,0.0
emote,0.0
emotes,0.0
emotnya,0.0
empal,0.0
enggak,0.0
enggres,0.0
engkau,0.0
erofination,0.0
erek,0.0
erfolg,0.0
erika,0.0
erishia,0.0
erita,0.0
ero,0.0
erofi,0.0
erofii,0.0
eronya,0.0
english,0.0
error,0.0
ertarungan,0.0
esdeh,0.0
eskul,0.0
esme,0.0
esok,0.0
especially,0.0
est,0.0
erat,0.0
era,0.0
equip,0.0
episode,0.0
engresnya,0.0
engvind,0.0
enjin,0.0
enjing,0.0
enjoy,0.0
entah,0.0
entahlah,0.0
ente,0.0
enteng,0.0
entertainment,0.0
entry,0.0
envtuber,0.0
envtubers,0.0
eosed,0.0
ep,0.0
epel,0.0
epelnya,0.0
emang,0.0
eman,0.0
emak,0.0
eek,0.0
edgy,0.0
edisi,0.0
edit,0.0
editan,0.0
editannya,0.0
edragon,0.0
eedition,0.0
eeehhh,0.0
eended,0.0
ehek,0.0
eeq,0.0
eert,0.0
efek,0.0
eggman,0.0
eh,0.0
ehdiablo,0.0
ehe,0.0
eheee,0.0
edgelort,0.0
eceng,0.0
ebut,0.0
eater,0.0
dung,0.0
dunia,0.0
duolingo,0.0
dustakan,0.0
duta,0.0
duty,0.0
duwek,0.0
duyung,0.0
dzak,0.0
ealing,0.0
eansion,0.0
eape,0.0
ear,0.0
early,0.0
earn,0.0
earphone,0.0
eat,0.0
eheheh,0.0
ehekkk,0.0
email,0.0
ell,0.0
elaive,0.0
elatiorart,0.0
elden,0.0
electone,0.0
elen,0.0
elencasso,0.0
eli,0.0
elinor,0.0
ella,0.0
ehen,0.0
ellive,0.0
elrin,0.0
elu,0.0
elvirafaleesha,0.0
elytra,0.0
em,0.0
ema,0.0
emaang,0.0
elaine,0.0
elah,0.0
elaaa,0.0
ela,0.0
ehenjanji,0.0
ehh,0.0
ehhh,0.0
eid,0.0
eii,0.0
eija,0.0
eireneville,0.0
eited,0.0
ejak,0.0
ejek,0.0
ekhem,0.0
eksekusi,0.0
ekspansi,0.0
ekspektasi,0.0
ekspetasi,0.0
ekspresi,0.0
el,0.0
estetik,0.0
et,0.0
